,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
43,43,3 BHK Flat in Sohna,flat,3 BHK,signature global park,0.95,7846.0,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,"Sohna, Gurgaon, Haryana",1st   of 4 Floors,,Relatively New,"Low rise building, all amenities are available in this society like club, grocery shops ,many parks for multi purposes etc",1.0,4.0,1211.0,,756.6,1210.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,,,5,5,4,5,5
44,44,4 BHK Flat in Sector 90 Gurgaon,flat,4 BHK,dlf new town heights,1.99,7297.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,"Sector 90 Gurgaon, Gurgaon, Haryana",9th   of 29 Floors,East,Relatively New,"4 bhk flat is located in dlf new town heights 1, which houses some of the most spacious flats in sector 90 gurgaon, with 2 covered car parking. Good interiors and view of greenery. Constructed on a area of 2727 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies + servant room with attached bathroom. The residential building has 29 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like swimming pool, club, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.",9.0,29.0,2727.0,,2727.0,,0,1,0,1,0,0,10,1,1,8,0,0,0,0,0,1,1,0,0,0,0,6,0,1,102,,,,4,5,4,4,5
45,45,2 BHK Flat in Sector 106 Gurgaon,flat,2 BHK,paras dews,1.05,7581.0,Carpet area: 1385 (128.67 sq.m.),2,2,2,"Sector 106 Gurgaon, Gurgaon, Haryana",5th   of 8 Floors,West,New Property,"It's on main dwarka expressway. Very close to delhi border. Daily need shops operational within the society . Mall, school and medical facilities within 5-10 mins walking distance.",5.0,8.0,1385.0,,1385.0,,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,97,,,,,,,,
46,46,3 BHK Flat in Sector 85 Gurgaon,flat,3 BHK,godrej air,1.83,10005.0,Carpet area: 1829 (169.92 sq.m.),3,3,3+,"Sector 85 Gurgaon, Gurgaon, Haryana",18th   of 32 Floors,,undefined,"Godrej air is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 85 gurgaon is your opportunity to be a part of this community. The flat is over 1829 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the 18th level of a 32 storey building. As the property is currently under construction , you can expect to get the possession by march 2024.",18.0,32.0,1829.0,,1829.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,5,4.5,5,5,,,,
47,47,3 BHK Flat in Sector 82A Gurgaon,flat,3 BHK,dlf the primus,2.25,10714.0,Carpet area: 2100 (195.1 sq.m.),3,3,3+,"Sector 82A Gurgaon, Gurgaon, Haryana",29th   of 31 Floors,East,Relatively New,"Located in the popular residential address of sector-82a gurgaon, gurgaon, dlf the primus is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 3 bathrooms and 4 balconies, this apartment is spread over an carpet area of 2100 sq.Ft.. The property is located on the 29th floor of a 32 floor tall building. This 1-5 year(s) old property is available for immediate possession as the project is ready to move. Moreover, this property offers close proximity to important landmarks such as close to school, close to hospital, close to market, close to railway station. Dlf the primus is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking. The residents of this project enjoy a 24*7 access to clean water.",29.0,31.0,2100.0,,2100.0,,0,1,0,0,0,0,10,1,1,7,0,0,1,3,0,1,1,1,5,0,1,4,1,2,72,,,,4,5,4.5,4.5,5
48,48,3 BHK Flat in Sector 65 Gurgaon,flat,3 BHK,emaar mgf emerald floors premier,2.8,16969.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,"Tower 5, Sector 65 Gurgaon, Gurgaon, Haryana",3rd   of 5 Floors,,Relatively New,"Emaar mgf emerald floors premier is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 1650 sq.Ft. The residential building has 5 floors in total and the flat for sale is located on the 3rd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. Emaar mgf emerald floors premier is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, park and lift(s).",3.0,5.0,1650.0,,1650.0,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,38,,,,4,4.5,4.5,5,4.5
49,49,2 BHK Flat in DLF Phase 4,flat,2 BHK,dlf regency park,1.6,14545.0,Carpet area: 1100 (102.19 sq.m.),2,2,2,"DLF Phase 4, Gurgaon, Haryana",3rd   of 26 Floors,North,Relatively New,"Spacious room, well maintained facilities",3.0,26.0,1100.0,,1100.0,,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52,,,,4,5,5,4,4
50,50,2 BHK Flat in Sector 79 Gurgaon,flat,2 BHK,supertech araville,0.83,5424.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,"Sector 79 Gurgaon, Gurgaon, Haryana",5th   of 18 Floors,North-East,New Property,2bhk and study all fully furnished flat available for sale immediately possession,5.0,18.0,1530.0,,1530.0,,1,0,0,0,0,2,5,1,1,2,0,0,1,2,1,1,1,1,0,1,1,1,1,2,49,4,4,3,4,,,,
51,51,3 BHK Flat in Sohna,flat,3 BHK,signature global park,0.83,7410.0,Carpet area: 1120 (104.05 sq.m.),3,2,2,"A253, Sohna, Gurgaon, Haryana",1st   of 4 Floors,,New Property,Flat on sohna road .... Luxury appartments ... Main delhi mumbai expressway,1.0,4.0,1120.0,,1120.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,5,5,4,5,5
52,52,2 BHK Flat in Sector 10A Gurgaon,flat,2 BHK,maxworth city residences,0.8,6400.0,Carpet area: 1250 (116.13 sq.m.),2,3,2,"Sector 10A Gurgaon, Gurgaon, Haryana",9th   of 12 Floors,,New Property,"Property in eminent location and loaded with all amenities.
Near to hospital, school and atm.
Only 2 km from highway.",9.0,12.0,1250.0,,1250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,4,5,5,5,,,,
53,53,4 BHK Flat in Sector 1A IMT Manesar,flat,4 BHK,deepak minda,1.25,4715.0,Carpet area: 2651 (246.29 sq.m.),4,4,3+,"Sector 1A IMT Manesar, Gurgaon, Haryana",6th   of 10 Floors,,Moderately Old,"Near by hospital,market,school highway",6.0,10.0,2651.0,,2651.0,,0,0,0,0,0,0,6,0,1,7,0,0,0,4,0,0,0,0,0,0,0,2,0,1,44,,,,,,,,
54,54,1 BHK Flat in Block A Surya Vihar,flat,1 BHK,shree shyam residency,0.23,5000.0,Carpet area: 460 (42.74 sq.m.),1,1,1,"Plot No. 833, Block A Surya Vihar, Gurgaon, Haryana",2nd   of 4 Floors,South,Relatively New,"1 drawing room
1 bed room
1 bathroom
1 balcony
1 covered parking
 Landmark;
Near sector 4 , cca school gurgaon",2.0,4.0,460.0,,460.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9,,,,,,,,
55,55,1 BHK Flat in Sector 84 Gurgaon,flat,1 BHK,pivotal devaan,0.3,6666.0,Carpet area: 450 (41.81 sq.m.),1,1,1,"Sector 84 Gurgaon, Gurgaon, Haryana",14th   of 14 Floors,,New Property,Located in the premium sector 84 this property is best in gurgaon.,14.0,14.0,450.0,,450.0,,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,22,4,4,4,4,,,,
56,56,3 BHK Flat in Sector 33 Gurgaon,flat,3 BHK,unitech the residences,1.55,9872.0,Super Built up area 1570(145.86 sq.m.),3,4,1,"101, Sector 33 Gurgaon, Gurgaon, Haryana",1st   of 11 Floors,South,Relatively New,"Central garden full view.
Good ventilation.
Morning sunlight till afternoon in master bedroom and attached room.
First floor, makes both stairs and lift use easier.
Lively atmosphere and safe for kids.
24*7 power backup.
Location close to gurgaon highway.
Power backup",1.0,11.0,1570.0,1570.0,,,0,1,0,0,0,0,7,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,,,,4.5,5,4,4,3
57,57,2 BHK Flat in Sector 71 Gurgaon,flat,2 BHK,chd avenue,0.79,6594.0,Super Built up area 1198(111.3 sq.m.),2,2,2,"Sector 71 Gurgaon, Gurgaon, Haryana",8th   of 14 Floors,South-East,Relatively New,"We are the proud owners of this 2 bhk apartment available in chd avenue 71, sector-71, gurgaon. This semi-Furnished apartment is a 1-5 year old, priced approximately at rs. 6594 per sq. Ft. Or rs. 79 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 8th floor and has a super built-Up area of 1198. 0 sq. Ft. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type. The apartment has 1 open parking.
 Additional details :The society has dedicated security guards for every tower.
Full power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
The apartment has borings water supply.
Piped gas facility is available in the property.",8.0,14.0,1198.0,1198.0,,,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,3,5,2,3,4
58,58,2 BHK Flat in Sector-7 Housing Board,flat,2 BHK,"gokuldham society, bahadurgarh",0.5,5555.0,Super Built up area 900(83.61 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2,"1422 Bahadurgarh, Sector-7 Housing Board, Gurgaon, Haryana",2nd   of 2 Floors,,Moderately Old,"750-Meter walking distance from brigadier hoshiar singh metro station.
Gated and secured area with security guard.
Grill doors are available at all entrances of the flat in order to enhance security.
Ready to move with electricity and water connection.
Bank loan available!",2.0,2.0,900.0,900.0,750.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
59,59,2 BHK Flat in Sohna,flat,2 BHK,silverglades the melia,1.01,7000.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,"H1202, Sohna, Gurgaon, Haryana",12nd   of 12 Floors,,undefined,"The property will be ready early 2024 and ready for negotiations if a buyer is ready before january, 2024",12.0,12.0,1443.0,1450.0,950.0,,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,80,4,4,4,5,,,,
60,60,4 BHK Flat in Sector 92 Gurgaon,flat,4 BHK,sare crescent parc royal greens phase 1,0.95,5007.0,Super Built up area 1897(176.24 sq.m.),4,5,3+,"Sector 92 Gurgaon, Gurgaon, Haryana",4th   of 14 Floors,,Moderately Old,Attached bath spacious rooms. Big drawing dining. Facing main road.,4.0,14.0,1897.0,1897.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,3,4,4,,,,
61,61,2 BHK Flat in Sector 77 Gurgaon,flat,2 BHK,umang winter hills,0.99,7857.0,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,"Sector 77 Gurgaon, Gurgaon, Haryana",1st   of 18 Floors,North,Relatively New,"Situated in sector-77 gurgaon, umang winter hills is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 1260 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 1st level of a 18 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.",1.0,18.0,1260.0,1260.0,1000.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,,,,4.5,5,4,5,4.5
62,62,3 BHK Flat in Sector 37D Gurgaon,flat,3 BHK,ramprastha skyz,1.1,6376.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,"Sector 37D Gurgaon, Gurgaon, Haryana",7th   of 19 Floors,East,undefined,"15 mins drive to igi airport
Adequate basement and covered parking under podium and surface parking
Properties with 100% power backup available",7.0,19.0,1725.0,1725.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4,4,4,4,,,,
63,63,4 BHK Flat in Sector 67A Gurgaon,flat,4 BHK,4s aradhya homes,1.9,8863.0,Super Built up area 2200(204.39 sq.m.),4,4,3,"Sector 67A Gurgaon, Gurgaon, Haryana",3rd   of 4 Floors,,New Property,"Newly constructed fully ready to move in property with all the amenities such as lavish modular kitchen, chimney, hob, fans, acs, designer lighting, chandelier, designer wallpaers, fully functional jaquar bathroom, exhaust fans etc.
Located in prime area of sec67 a within close proximity of big shopping centres such as airia mall, worldmark, aipl and elan town centre (All within 1-2 km).",3.0,4.0,2144.0,2200.0,,,0,0,0,0,0,0,11,1,1,4,0,0,1,4,0,1,1,0,0,0,0,0,0,1,62,5,5,4,4,,,,
64,64,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,ild greens,1.0,4320.0,Super Built up area 1875(174.19 sq.m.),3,3,3+,"Tower 6, Sector 37C Gurgaon, Gurgaon, Haryana",5th   of 20 Floors,North,Under Construction,"Beautiful location and well ventilated, superb connectivity, corner flat, possession within 3months, good construction quality, big gap between two towers, three side road alongside the project.Worth to live in...",5.0,20.0,2315.0,1875.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,4.5,5,4.5,5,4.5
65,65,3 BHK Flat in Sector 57 Gurgaon,flat,3 BHK,bptp freedom park life,2.5,11111.0,Super Built up area 2250(209.03 sq.m.),3,3,3,"Sector 57 Gurgaon, Gurgaon, Haryana",9th   of 15 Floors,,Moderately Old,"We are the proud owners of this 3 bhk apartment available in bptp freedom park life, sector 57 gurgaon, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2250 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.",9.0,15.0,2250.0,2250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,,5,5,5,4,5
66,66,2 BHK Flat in Sector 3 Gurgaon,flat,2 BHK,godrej habitat,1.1,10410.0,Super Built up area 1056.58(98.16 sq.m.),2,2,2,"Sector 3 Gurgaon, Gurgaon, Haryana",14th   of 17 Floors,,Under Construction,"We are the proud owners of this 2 bhk apartment available in , dwarka expressway gurgaon, gurgaon. This it is a and the unit is located on 14th floor and has a super built-Up area of 1056 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",14.0,17.0,1057.0,1056.58,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.5,4.5,4,4.5,,,,
67,67,2 BHK Flat in Sector 95 Gurgaon,flat,2 BHK,ramsons kshitij,0.29,5178.0,Super Built up area 560(52.03 sq.m.),2,2,2,"Sector 95 Gurgaon, Gurgaon, Haryana",14th   of 14 Floors,,Relatively New,Residential apartment for sell.The property comes with a good construction quality which ages 1-5 years old propertylocated in sector-95 gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2900000.Located on 14th floor out of the 14,14.0,14.0,560.0,560.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,,,5,4,3.5,4,4
68,68,2 BHK Flat in Sector 95 Gurgaon,flat,2 BHK,sidhartha ncr one,0.55,5556.0,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,"Sector 95,gurgaon, Sector 95 Gurgaon, Gurgaon, Haryana",15th   of 20 Floors,North-East,undefined,"2 bath, semi-Furnished, 15th floor (Of 20), overlooking garden/park, north - East facing, sidhartha ncr one sector 95,gurgaon",15.0,20.0,990.0,,950.0,990.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,4.5,4,,,,
69,69,3 BHK Flat in Sector 92 Gurgaon,flat,3 BHK,raheja sampada,0.65,4744.0,Super Built up area 1370(127.28 sq.m.),3,2,3,"Sector 92 Gurgaon, Gurgaon, Haryana",6th   of 14 Floors,North-East,Relatively New,"This lovely 3 bhk apartment/flat in sector 92 gurgaon is available for sale in one of gurgaon's most popular projects, raheja sampada. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1370 sq.Ft. This flat lies on the 6th level of a 14 storey building. This is a ready to move project and the property is 1-5 years old.",6.0,14.0,1370.0,1370.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,3,4,4,,,,
70,70,2 BHK Flat in Sohna,flat,2 BHK,signature the serenas,0.5,9406.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,"Sohna, Gurgaon, Haryana",6th   of 14 Floors,,New Property,"Signature the serenas is one of the most popular destination for buying apartments/ flats in sohna, gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 532 sq.Ft. The flat has a total of 14 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property.",6.0,14.0,532.0,,531.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,4,4,5,,,,
71,71,2 BHK Flat in Sector 99A Gurgaon,flat,2 BHK,pareena laxmi apartments,0.32,5521.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),2,2,1,"Sector 99A Gurgaon, Gurgaon, Haryana",2nd   of 12 Floors,,New Property,"This lovely 2 bhk apartment/flat in sector 99a gurugram is available for sale in one of the most popular projects , pareena laxmi apartments. The flat is over 570 sq. Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balconies. This flat is situated on the 2nd floor of this 12 floors tall residential building. As the project is already ready to move, so you can easily move even on the same day. The flat is completely new and in the exactly same situation as handovered by the builder, so you can design your interior as per your requirements. The society is well equipped with many modern amenities, including security personnel, maintenance staff, community center, park and lift(s).",2.0,12.0,580.0,575.0,570.17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,,,3,4.5,4,4,3.5
72,72,2 BHK Flat in Sector 103 Gurgaon,flat,2 BHK,satya the hermitage,0.93,6404.0,Carpet area: 1452 (134.9 sq.m.),2,3,3,"Sector 103 Gurgaon, Gurgaon, Haryana",3rd   of 11 Floors,East,Relatively New,Corner flat well furnished flat with full ventilation and full sunlight.,3.0,11.0,1452.0,,1452.0,,0,1,0,0,0,0,0,1,1,6,0,0,0,4,0,1,0,0,0,4,0,0,0,1,90,,,,3,5,4,4,4
73,73,3 BHK Flat in Sector 89 Gurgaon,flat,3 BHK,smart world gems,1.2,8432.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,"Sector 89 Gurgaon, Gurgaon, Haryana",2nd   of 4 Floors,North-East,undefined,"Smart world gems is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat occupies a carpet area of 1423 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 2nd floor. As the property is currently under construction , you can expect to get the possession within 6 months.",2.0,4.0,1423.0,,1423.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,4,4,4,,,,
74,74,2 BHK Flat in Sohna,flat,2 BHK,gls arawali homes,0.3,4687.0,Carpet area: 640 (59.46 sq.m.),2,2,2,"Sohna, Gurgaon, Haryana",4th   of 13 Floors,,Relatively New,Residential apartment for sell.Located in sohna.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 3000000.Located on 4th floor out of the 13 the property comes with a good construction quality which ages 1-5 years old property,4.0,13.0,640.0,,640.0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,42,,,,4,5,4,4,4
75,75,2 BHK Flat in Sohna,flat,2 BHK,signature global park,0.56,6812.0,Carpet area: 822 (76.37 sq.m.),2,2,3,"Sohna, Gurgaon, Haryana",3rd   of 4 Floors,South,New Property,"Property with all amenities dedicated lift, swimming pool, kids play area, sketting, parking, 4 floor villa, covered by aravalli mountains, amphi theatre.",3.0,4.0,822.0,,822.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,,,,5,5,4,5,5
